state,district,mukim,gaznum,reserve,add,remove,gaz_year,gaz_month,gaz_day,gazeff_year,gazeff_month,gazeff_day,gaz_notes
Pahang,Jerantut,Tembeling,171,Yong,,2023.6,2025,1,30,2025,1,30,Gazette Plan: PW 5207. Excision of 4047.2ha in two reserves - Yong and Yong Tambahan. I assign half to each reserve.
Pahang,Jerantut,Tembeling,171,Yong Tambahan,,2023.6,2025,1,30,2025,1,30,Gazette Plan: PW 5207. Excision of 4047.2ha in two reserves - Yong and Yong Tambahan. I assign half to each reserve.
Negeri Sembilan,Jelebu,Pertang,75,Triang,,0.0353,2025,2,6,2025,2,6,Gazette Plan: PW 5810. 
Johor,Batu Pahat,Chaah Bahru,704,Maokil Tambahan,,6.593,2025,2,13,2025,2,13,Gazette Plan: PW 50309. 
Johor,Batu Pahat,Chaah Bahru,701,Maokil Tambahan,,6.593,2025,2,13,2025,2,13,Gazette Plan: PW 50310. This was Water Catchment Forest Reserve
Johor,Segamat,Labis,700,Labis,,382.804,2025,2,13,2025,2,13,Gazette Plan: PW 50278. This was Water Catchment Forest Reserve
Johor,Segamat,Labis,702,Labis,,382.804,2025,2,13,2025,2,13,Gazette Plan: PW 50279. 
Johor,Segamat,Bekok,703,Labis,,1480.27,2025,2,13,2025,2,13,Gazette Plan: PW 50289. 
Pahang,Cameron Highlands,Ulu Tenom,351,Mensum,4821.49,,2025,2,27,2025,2,27,Gazette Plan: PW 5733. 
Johor,Johor Bahru,Jelutong,1053,Sungei Pulai,1.237,,2025,3,6,2025,3,6,Gazette Plan: PA 2562884. 
Johor,Kota Tinggi,Ulu Sungei Sedili Besar,1051,Ulu Sedili Tambahan,390.348,,2025,3,6,2025,3,6,Gazette Plan: PW 50280. 
Johor,Kota Tinggi,Ulu Sungei Sedili Besar,1052,Ulu Sedili Tambahan,675.9,,2025,3,6,2025,3,6,Gazette Plan: PW 50281. 
Terengganu,Hulu Terengganu,Hulu Terengganu,306,Petuang,1156,,2025,3,20,2025,3,20,Gazette Plan: PW 1142. 
Terengganu,Hulu Terengganu,Hulu Terengganu,307,Petuang,145,,2025,3,20,2025,3,20,Gazette Plan: PW 1143. 
Terengganu,Hulu Terengganu,Hulu Terengganu,308,Petuang,554,,2025,3,20,2025,3,20,Gazette Plan: PW 1144. 
Negeri Sembilan,Jelebu,Kenaboi,242,Kenaboi,,40.47,2025,4,3,2025,4,3,Gazette Plan: PW 5980. 
Kelantan,Gua Musang,Pulai,874,Ulu Galas,,64.96,2025,4,17,2020,9,23,Gazette Plan: PW 1879. 
Kelantan,Gua Musang,Pulai,876,Batu Papan,,120,2025,4,17,2020,8,19,Gazette Plan: PW 1903. 
Kelantan,Gua Musang,Ulu Nenggiri,875,Gunong Stong,,200,2025,4,17,2022,4,6,Gazette Plan: PW 1907. 
Pahang,Lipis,Batu Yon,829,Tanum Tambahan,24.73,,2025,5,1,2025,5,1,Gazette Plan: PW 5744. 
Pahang,Lipis,Batu Yon,829,Ulu Jelai Tambahan,86.11,,2025,5,1,2025,5,1,Gazette Plan: PW 5744. 
Perak,Muallim,Slim,2847,Ulu Slim,559.69,,2025,6,5,2025,6,5,"Gazette Plan: PW 5875, 5876, 5877. "
Perak,Manjung,Pengkalan Baharu,2848,Segari Melintang,,12.89,2025,6,5,2025,6,5,Gazette Plan: PW 5872. 
Pahang,Lipis,Ulu Jelai,1086,Ulu Jelai,,297.23,2025,6,5,2025,6,5,Gazette Plan: PW 5823. 
Pahang,Bentong,Sabai,1155,Lentang Tambahan,94.2,,2025,6,19,2025,6,19,Gazette Plan: PW 5843. 
Pahang,Bentong,Bentong,1156,Bukit Tinggi,94.2,,2025,6,19,2025,6,19,Gazette Plan: PW 5844. 
Perak,Muallim,Slim,3343,Ulu Slim,286.67,,2025,7,3,2025,7,3,Gazette Plan: PW 5920. 
Perak,Kerian,Kuala Kurau,3473,Bakau Kuala Gula,21.06,,2025,7,10,2025,7,10,"Gazette Plan: PW 5873, 5874. "
Kelantan,Gua Musang,Ulu Nenggiri,1811,Perias,,184.8,2025,7,10,2017,12,20,Gazette Plan: PW 1953. 
Perak,Kerian,Kuala Kurau,3696,Bakau Kuala Gula,19.824,,2025,7,17,2025,7,17,"Gazette Plan: PW 5925, 5926. "
Pahang,Lipis,Batu Yon,1680,Ulu Jelai Tambahan,55.35,,2025,8,14,2025,8,14,Gazette Plan: PW 5825. Stated sub-district Jelai
Pahang,Jerantut,Kuala Tembeling,1681,Som,,50.12,2025,8,14,2025,8,14,Gazette Plan: PA 305721. 
Pahang,Pekan,Lepar,1775,Lepar Tambahan,19.08,,2025,8,21,2025,8,21,Gazette Plan: PW 5847. 
Pahang,Rompin,Keratong,1776,Bukit Ibam,,19.08,2025,8,21,2025,8,21,Gazette Plan: PA 304697. Stated sub-district Muadzam Shah
Johor,Kota Tinggi,Ulu Sungei Sedili Besar,4378,Panti,,15.3,2025,10,16,2025,10,16,Gazette Plan: PW 50271. 
Johor,Kluang,Kluang,4380,Kluang,,153.2,2025,10,16,2025,10,16,Gazette Plan: PA 234207. 
Johor,Mersing,Lenggor,4379,Mersing Tambahan,,204.314,2025,10,16,2025,10,16,Gazette Plan: PW 50277. 
Perlis,Titi Tinggi,Titi Tinggi,200,Bukit Anak Gajah,961.1,,2025,10,30,2025,10,30,Gazette Plan: PW 1568. 
Perlis,Titi Tinggi,Titi Tinggi,201,Mata Ayer,,17.54,2025,10,30,2025,10,30,Gazette Plan: PW 1567. 
Kelantan,Gua Musang,Relai,2807,Relai,,111.6171,2025,11,6,2022,5,11,"Gazette Plan: PW 1808, 1812, 1814. "
Kelantan,Gua Musang,Relai,2808,Lebir,,2576.95,2025,11,6,2022,5,11,"Gazette Plan: PW 1808, 1809, 1816, 1810, 1811, 1812, 1821, 1822, 1813, 1815, 1817, 1819, 1820, 1823, 1824, . "
Perak,Hulu Perak,Kenering,6415,Papulut,,40.46,2025,11,20,2025,11,20,Gazette Plan: PW 5948. 
Perak,Kerian,Kuala Kurau,6505,Bakau Kuala Gula,310.7,,2025,11,27,2025,11,27,Gazette Plan: PW 5945. 
Perak,"Larut, Matang, dan Selama",Jebong,6506,Kelip-Kelip,3.116,,2025,11,27,2025,11,27,"Gazette Plan: PW 5961. Daerah changed to Larut, Matang dan Selama (more recent designation)"
Perak,Kerian,Selinsing,6506,Kelip-Kelip,57.96,,2025,11,27,2025,11,27,Gazette Plan: PW 5962. 
Perak,Manjung,Lumut,6507,Teluk Meroh,,20.23,2025,11,27,2025,11,27,Gazette Plan: PW 5988. 
Pahang,Jerantut,Kuala Tembeling,2704,Som Tambahan,80.96,,2025,12,25,2025,12,25,Gazette Plan: PW 5846. 
Pahang,Jerantut,Kuala Tembeling,2705,Som,,80.94,2025,12,25,2025,12,25,Gazette Plan: PA 305422. 
Johor,Johor Bahru,Pulai,219,Sungai Kemudi,,98.02,2026,1,15,2026,1,15,Gazette Plan: PA 208405. 
Johor,Johor Bahru,Pulai,219,Sungai Bahan,,76.44,2026,1,15,2026,1,15,Gazette Plan: PA 150792. 
Melaka,Jasin,Merlimau,3,Paya Laut Merlimau Pantai,12.51,,2026,1,1,2026,1,1,Gazette Plan: PW 1252. 
Pahang,Kuantan,Kuala Kuantan,34,Galing,,10.42,2026,1,8,2026,1,8,Gazette Plan: PW 5873. First mention of 'Galing'. Previous gazettes mentioned 'Bukit Galing' and 'Bukit Galing Tambahan'.
Pahang,Bentong,Sabai,75,Lentang Tambahan,100.5,,2026,1,22,2026,1,22,Gazette Plan: PW 5880. 
Pahang,Rompin,Keratong,76,Lesong,,100,2026,1,22,2026,1,22,Gazette Plan: PA 309901. 
Pahang,Raub,Tas,187,Ulu Teranum Tambahan,20.5,,2026,2,12,2026,2,12,Gazette Plan: PW 5881. 
Pahang,Jelai,Hulu Jelai,188,Ulu Jelai Tambahan,200,,2026,2,12,2026,2,12,Gazette Plan: PA 143763. 
Pahang,Jelai,Ulu Jelai,189,Ulu Jelai,,220,2026,2,12,1900,2,12,Gazette Plan: PA 294184. 
Kelantan,Hau,Blau,686,Sungai Berok,,31,2026,3,26,2020,2,19,Gazette Plan: PW 1971. 
Terengganu,Kemaman,Binjai,535,Kuala Kemaman,15.08,,2026,4,9,2025,7,30,Gazette Plan: PW 1217. 
Pahang,Lipis,Cheka,510,Yon Tambahan,17.81,,2026,4,2,2026,4,2,Gazette Plan: PW 5856. First mention of 'Yon Tambahan'. Previous gazettes mentioned 'Batu Yon Tambahan'.
Pahang,Raub,Pekan Tras,511,Sempam Tambahan,57.81,,2026,4,2,2026,4,2,Gazette Plan: PW 5878. 
Pahang,Raub,Pekan Bukit Fraser,512,Batu Talam Tambahan,23.12,,2026,4,2,2026,4,2,Gazette Plan: PW 5877. 
Pahang,Raub,Gali,513,Bukit Kajang,,80.93,2026,4,2,2026,4,2,Gazette Plan: PW 5860. 
Pahang,Lipis,Kuala Lipis,514,Yon Tambahan,,17.81,2026,4,2,2026,4,2,Gazette Plan: PW 5866. 
Perlis,"Kurong Batang, Wang Bintong, Kayang, Kuala Perlis","Kurong Batang, Wang Bintong, Kayang, Kuala Perlis",38,Kurong Batang,,1439.7,2026,4,16,2026,4,16,Gazette Plan: PW 1560. Gazette says reserve was gazetted in Jan 2008 but I can't find that gazette
